itemid	des	nameid	desid	type	subtype	level	vocation	sex	minlevel	maxlevel	maxnum	limitunm	usecount	ruleid	skillid	skilluserdata	buybackprice	buybackprice_bindgold	sellprice	sellprice_bindgold	lootresid	commoncheckgroupid	validtime	invalidtime	validtime_mode	offline_time_mode	broadcasttype0	broadcastmode0	broadcastid0	broadcastrepeat0	broadcastparam0	soundindex	icon
11022	LV2神兽经验丹	20011022	21011022	12	0	2	63	0	20	-1	99	0	-1	26	-1	0	0	178	0	177	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_yusuidan
11023	LV3神兽经验丹	20011023	21011023	12	0	2	63	0	30	-1	99	0	-1	26	-1	0	0	354	0	353	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_yushendan
11024	LV4神兽经验丹	20011024	21011024	12	0	3	63	0	40	-1	99	0	-1	26	-1	0	0	1218	0	1217	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_yuxudan
11025	LV5神兽经验丹	20011025	21011025	12	0	3	63	0	50	-1	99	0	-1	26	-1	0	0	2206	0	2205	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_yurongdan
11026	LV6神兽经验丹	20011026	21011026	12	0	4	63	0	60	-1	99	0	-1	26	-1	0	0	3625	0	3624	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_yuhuadan
11051	2阶内丹开孔道具生开符	20011051	21011051	6	0	3	63	0	1	-1	99	0	-1	26	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_shengkaifu2pin
11052	3阶内丹开孔道具生开符	20011052	21011052	6	0	4	63	0	1	-1	99	0	-1	26	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/item_shengkaifu3pin
11521	雪啸虎碎片	20011521	21011521	6	11	2	63	0	1	-1	99	0	-1	41	-1	0	0	41	0	40	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/SPxuexiaohu
11522	龙马碎片	20011522	21011522	6	21	2	63	0	1	-1	99	0	-1	41	-1	0	0	91	0	90	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/SPchilinlongma
11523	熊王碎片	20011523	21011523	6	31	2	63	0	1	-1	99	0	-1	41	-1	0	0	261	0	260	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/SPjibeihoutianshou
11524	巨人碎片	20011524	21011524	6	41	2	63	0	1	-1	99	0	-1	41	-1	0	0	531	0	530	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/SPhanxiaofengtianshou
11525	鹿蜀碎片	20011525	21011525	6	51	2	63	0	1	-1	99	0	-1	41	-1	0	0	1321	0	1320	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/SPjinyanlushu
11526	夔牛碎片	20011526	21011526	6	61	2	63	0	1	-1	99	0	-1	41	-1	0	0	2631	0	2630	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/SPkuiniu
11721	雪啸虎合成碎片	20011721	21011721	6	11	2	63	0	1	-1	99	0	-1	21	-1	0	0	31	0	30	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/HJxuexiaohu
11722	龙马合成碎片	20011722	21011722	6	21	3	63	0	1	-1	99	0	-1	21	-1	0	0	41	0	40	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/HJchilinlongma
11723	熊王合成碎片	20011723	21011723	6	31	4	63	0	1	-1	99	0	-1	21	-1	0	0	101	0	100	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/HJjibeihoutianshou
11724	巨人合成碎片	20011724	21011724	6	41	4	63	0	1	-1	99	0	-1	21	-1	0	0	201	0	200	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/HJhanxiaofengtianshou
11725	鹿蜀合成碎片	20011725	21011725	6	51	5	63	0	1	-1	99	0	-1	21	-1	0	0	331	0	330	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/HJjinyanlushu
11726	夔牛合成碎片	20011726	21011726	6	61	5	63	0	1	-1	99	0	-1	21	-1	0	0	671	0	670	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Vehicle/HJkuiniu
12000	VIP0礼包	20012000	21012000	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip0-3
12001	VIP1礼包	20012001	21012001	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip0-3
12002	VIP2礼包	20012002	21012002	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip0-3
12003	VIP3礼包	20012003	21012003	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip0-3
12004	VIP4礼包	20012004	21012004	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip4-7
12005	VIP5礼包	20012005	21012005	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip4-7
12006	VIP6礼包	20012006	21012006	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip4-7
12007	VIP7礼包	20012007	21012007	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip4-7
12008	VIP8礼包	20012008	21012008	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip8-11
12009	VIP9礼包	20012009	21012009	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip8-11
12010	VIP10礼包	20012010	21012010	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip8-11
12011	VIP11礼包	20012011	21012011	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip8-11
12012	VIP12礼包	20012012	21012012	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip12-15
12013	VIP13礼包	20012013	21012013	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip12-15
12014	VIP14礼包	20012014	21012014	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8068	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip12-15
12015	VIP15礼包	20012015	21012015	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.vip12-15
12019	活力值药	20012019	21012019	1	0	3	63	0	1	-1	99	0	1	47	-1	0	0	0	0	-1	105	1498	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.sanxianhuoli
12020	VIP精力药	20012020	21012020	1	0	3	63	0	1	-1	99	0	1	47	-1	0	0	0	0	-1	105	1499	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.jiuguojingli
12021	VIP帮会建设礼包	20012021	21012021	2	0	3	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.banghuijianshe
12022	VIP购买流通币	20012022	21012022	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.goldico
12023	VIP首冲光环	20012023	21012023	1	0	3	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.lktls
12024	VIP0限时时装	20012024	21012024	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shizhuangvip
12025	一品内丹随机礼包	20012025	21012025	2	0	6	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.neidan1
12026	VIP法宝经验丹	20012026	21012026	10	0	2	63	0	1	-1	99	0	-1	41	-1	0	0	-1	0	-1	105	8201	-1	-1	-1	0	0	0	0	0	0	0	Item/Pill.gld
12027	三品内丹随机礼包	20012027	21012027	2	0	6	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.neidan3
12028	四品内丹随机礼包	20012028	21012028	2	0	6	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.neidan4
12029	VIP真元进阶丹随机礼包	20012029	21012029	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12030	VIP3品法宝随机礼包	20012030	21012030	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.fabao3
12031	VIP神兽高级通用技能随机礼包	20012031	21012031	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.gaojitongyong
12032	VIP大荒绝技随机礼包	20012032	21012032	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	1281	0	1280	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.dahuang3
12033	VIP法宝高级技能书随机礼包	20012033	21012033	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.fbgaojijinengshu
12034	VIP永久时装1礼包	20012034	21012034	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shizhuangvip
12035	VIP三品大荒绝技随机礼包	20012035	21012035	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.dahuang3
12036	VIP天赋技能书随机礼包	20012036	21012036	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.tianfujineng
12037	五品内丹随机礼包	20012037	21012037	2	0	6	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.neidan5
12038	六品内丹随机礼包	20012038	21012038	2	0	6	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.neidan6
12039	神兽初级通用技能随机礼包	20012039	21012039	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.chujitongyong
12040	VIP装备进阶图纸礼包	20012040	21012040	2	0	3	63	0	-1	-1	99	0	-1	34	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jinjietuzhi
12041	RMB血药	20012041	21012041	1	0	4	63	0	-1	-1	99	0	1	0	308	0	0	2	0	1	105	8003	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.RMByao
12042	RMB血药(新手)	20012042	21012042	1	0	4	63	0	1	40	99	0	1	0	308	0	0	2	0	1	105	8003	-1	-1	-1	0	0	0	0	0	0	0	Item/Medicines.RMByao
12043	换金道具	20012043	21012043	7	0	3	63	0	1	-1	99	0	1	2	-1	0	100001	0	100000	0	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Sundries.Antique12
12045	大荒绝技普通随机礼包	20012045	21012045	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.dahuang3
12046	幸运大宝箱	20012046	21012046	2	0	5	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
12047	周日签到礼包	20012047	21012047	2	0	3	63	0	-1	-1	99	0	-1	16	-1	0	0	-1	0	-1	104	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
12048	二品内丹随机礼包	20012048	21012048	2	0	6	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.neidan3
12051	【盘古九碑】23级BOSS礼包	20012051	21012051	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12052	【盘古九碑】28级BOSS礼包	20012052	21012052	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12053	【盘古九碑】33级BOSS礼包	20012053	21012053	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12054	【盘古九碑】38级BOSS礼包	20012054	21012054	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12055	【盘古九碑】43级BOSS礼包	20012055	21012055	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12056	【盘古九碑】48级BOSS礼包	20012056	21012056	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12057	【盘古九碑】53级BOSS礼包	20012057	21012057	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12058	【盘古九碑】58级BOSS礼包	20012058	21012058	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12059	【盘古九碑】63级BOSS礼包	20012059	21012059	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12060	【盘古九碑】68级BOSS礼包	20012060	21012060	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12061	【盘古九碑】73级BOSS礼包	20012061	21012061	2	0	2	63	0	1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
12071	帮会篝火掉落	20012071	21012071	2	0	1	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao
13001	首充礼包	20013001	21013001	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shouchonglibao
13002	公会礼包	20013002	21013002	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8066	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.gonghuilibao
13003	月卡礼包（旧版30次）	20013003	21013003	2	0	4	63	0	-1	-1	1	0	30	41	-1	0	0	0	0	-1	105	8071	2592000	0	0	1	0	0	0	0	0	0	Item/Scroll.yuekalibao
13004	时装礼包	20013004	21013004	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shizhuangputong
13005	至尊法宝礼包	20013005	21013005	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.zhizunfabao
13006	神兽忽悠礼包	20013006	21013006	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shenshouhuyou
13007	神功大成礼包	20013007	21013007	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shengongdacheng
13008	五行修炼礼包	20013008	21013008	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.wuxingxiulian
13009	新手助力礼包	20013009	21013009	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.xinshouzhuli
13010	神功小成礼包	20013010	21013010	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.shengongxiaocheng
13011	渐入佳境礼包	20013011	21013011	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8067	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jianrujiajing
13012	仙风道骨礼包	20013012	21013012	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8068	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.xianfengdaogu
13013	CB补偿礼包1（价值100元）	20013013	21013013	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
13014	CB补偿礼包2（价值200元）	20013014	21013014	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
13015	CB补偿礼包3（价值300元）	20013015	21013015	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
13016	创世至尊礼包—运营发放	20013016	21013016	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
13017	启明精英礼包—运营发放	20013017	21013017	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
13018	破晓荣耀礼包—运营发放	20013018	21013018	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
13019	白金特权礼包—运营发放	20013019	21013019	2	0	4	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
13020	200元宝补偿礼包	20013020	21013020	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13021	50元宝补偿礼包	20013021	21013021	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13022	100元宝补偿礼包	20013022	21013022	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13023	200元宝补偿礼包	20013023	21013023	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13024	500元宝补偿礼包	20013024	21013024	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13025	1000元宝补偿礼包	20013025	21013025	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13026	2000元宝补偿礼包	20013026	21013026	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13027	500元宝补偿礼包	20013027	21013027	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13028	10000元宝补偿礼包	20013028	21013028	2	0	6	63	0	1	-1	1	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-4
13100	基金0级礼包	20013100	21013100	2	0	4	63	0	-1	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin0
13101	基金10级礼包	20013101	21013101	2	0	4	63	0	10	-1	1	0	1	41	-1	0	0	0	0	-1	105	8064	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin10
13102	基金20级礼包	20013102	21013102	2	0	4	63	0	20	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin20
13103	基金30级礼包	20013103	21013103	2	0	4	63	0	30	-1	1	0	1	41	-1	0	0	0	0	-1	105	8066	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin30
13104	基金40级礼包	20013104	21013104	2	0	4	63	0	40	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin40
13105	基金50级礼包	20013105	21013105	2	0	4	63	0	50	-1	1	0	1	41	-1	0	0	0	0	-1	105	8066	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin50
13106	基金60级礼包	20013106	21013106	2	0	4	63	0	60	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin60
13107	基金70级礼包	20013107	21013107	2	0	4	63	0	70	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin70
13108	基金80级礼包	20013108	21013108	2	0	4	63	0	80	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin80
13109	基金90级礼包	20013109	21013109	2	0	4	63	0	90	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin90
13110	基金100级礼包	20013110	21013110	2	0	4	63	0	100	-1	1	0	1	41	-1	0	0	0	0	-1	105	8065	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin100
13201	至尊月卡礼包（旧版30次）	20013201	21013201	2	0	5	63	0	-1	-1	1	0	30	41	-1	0	0	0	0	-1	105	8072	2592000	0	0	1	0	0	0	0	0	0	Item/Scroll.jijin80
13202	月卡绑定元宝	20013202	21013202	2	0	5	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Material.binding_yuanbao
13203	月卡礼包（新）	20013203	21013203	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.yuekalibao
13204	至尊月卡礼包（新）	20013204	21013204	2	0	5	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	8062	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin80
13205	月卡礼包虚拟物品（新）	20013203	21013203	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin80
13206	至尊月卡礼包虚拟物品（新）	20013204	21013204	2	0	5	63	0	-1	-1	99	0	1	41	-1	0	0	0	0	-1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.jijin80
13207	神功升级绿色材料礼包	20013207	21013207	2	0	2	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-1
13208	养气密录礼包	20013208	21013208	2	0	2	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
13209	养身密录礼包	20013209	21013209	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
13210	帝女花礼包	20013210	21013210	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-1
13211	联赛礼包（胜）	20013211	21013211	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-1
13212	联赛礼包（平）	20013212	21013212	2	0	3	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-2
13213	联赛礼包（负）	20013213	21013213	2	0	2	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8063	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-3
13214	1-3品随机内丹礼包	20013214	21013214	2	0	4	63	0	-1	-1	99	0	1	41	-1	0	0	-1	0	-1	105	8061	-1	-1	-1	0	0	0	0	0	0	0	Item/Scroll.libao-1
19001	10级法宝重铸符-CB废弃	20019001	21019001	6	0	1	63	0	1	-1	99	0	-1	10	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item_tujian
19002	20级法宝重铸符-CB废弃	20019002	21019002	6	0	2	63	0	1	-1	99	0	-1	10	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item_tujian
19003	30级法宝重铸符-CB废弃	20019003	21019003	6	0	3	63	0	1	-1	99	0	-1	10	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item_tujian
19004	法宝-通灵度提升-界面扣除专用虚拟物品	20019006	21019006	6	0	2	63	0	1	-1	99	0	-1	26	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/FaBao.pzd
19005	法宝-重铸-界面扣除专用虚拟物品	20019009	21019009	6	0	2	63	0	1	-1	99	0	-1	26	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/FaBao.zbf
19006	法宝-破障丹	20019006	21019006	6	0	2	63	0	1	-1	99	0	-1	26	-1	0	0	2	0	1	105	-1	-1	-1	-1	0	0	0	0	0	0	0	Item/FaBao.pzd
