SkillID	SkillNameID	MSV_SrcCheck	MSV_TarCheck	MSV_SkillType	MSV_SkillAttr	MSV_BaseSkillID	MSV_TriggerType	MSV_TriggerCheck	MSV_TriggerNotify	MSV_TriggerDataID	MSV_TriggerValue	MSV_TriggerProbability	MSV_SpellLogic	MSV_SpellParam1	MSV_SpellParam2	MSV_SpellParam3	MSV_CastType	MSV_TarType	MSV_Range	MSV_SlipDis	MSV_DodgeTime	MSV_LockTime	MSV_LastTime	MSV_CDGroup	MSV_CDTime	MSV_CostType1	MSV_CostValue1	MSV_CostType2	MSV_CostValue2	MSV_LauncherLogic	MSV_LauncherParam1	MSV_LauncherParam2	MSV_LauncherParam3	MSV_ProjectileLogic	MSV_ProjectileTime	MSV_ProjectileSpeed	MSV_ProjectileEffectTime	MSV_ProjectileEffectCount	MSV_ProjectileParam1	MSV_ProjectileParam2	MSV_ProjectileParam3	MSV_ProjectileEffectID	MSV_ProjectileDieEffectID	MSV_ProjectileTimeOutEffectID	MSV_ProjectileFly1EffectID	MSV_ProjectileFly2EffectID	MSV_AreaLogic	MSV_AreaTarCheck	MSV_AreaFilter	MSV_AreaTarCnt	MSV_AreaParam1	MSV_AreaParam2	MSV_AreaParam3	MSV_EffectDelayTime	MSV_EffectTime	MSV_EffectCount	MSV_EffectType	MSV_EffectLogic	MSV_EffectParam1	MSV_EffectParam2	MSV_EffectParam3	MSV_EffectCalculation	MSV_EffectTransform	MSV_EffectBeatBack	MSV_BeaBackSrcCond	MSV_BeatBackTarCond	MSV_BeatBackType	MSV_BeatBackDir	MSV_BeatBackOffsetDis	MSV_BeatBackFixedDis	MSV_BeatBackMoveTime	MSV_BeatBackLifeTime	MSV_SkillDis	MSV_SkillMoveDir	MSV_SkillMoveStartTime	MSV_SkillMoveEndTime	MSV_AnimID	MSV_WeaponID	MSV_CombatPerformanceID	MSV_CombatPerformanceTimes	MSV_EndureLevel	MSV_CombatWarningID
105221	0	102	0	12	0	0	3	2	0	105220	0	1000	30001	-1	-1	-1	0	1	0	0	0	1680	1680	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	200	10	1024	4	15106	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
105230	0	102	0	2	2097408	0	0	0	0	0	0	0	10001	0	0	0	0	8	0	0	0	1000	1833	105230	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	4	50	0	0	0	200	1	17	1	10	0	0	126	0	0	0	0	0	1	-1	7	1000	2000	0	0	0	0	110108	10	101005	3	10	0
105231	0	0	0	8	0	0	1	2050	1	105230	0	1000	30001	-1	-1	-1	0	1	0	0	0	1000	1833	-1	0	-1	-1	-1	-1	1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	200	1	528	4	15031	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	101005	3	0	0
105300	0	102	0	2	590848	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	400	700	-1	0	0	0	0	0	2	24	0	0	5	1000	80	0	0	0	0	0	2012	2013	0	6006	0	1	6	0	0	0	0	0	0	200	4	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100302	4	3001	1	2	0
105310	0	102	0	2	524289	0	0	0	0	0	0	0	10001	0	0	-1	0	2	20	0	0	0	2000	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	17	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100204	9	1001012	1	2	0
105320	0	102	0	2	528384	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	500	1000	105320	0	0	0	0	0	2	0	0	0	5	1000	15	0	0	0	300	200	4001	0	0	0	0	1	6	0	0	0	0	0	0	200	1	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100302	4	3001	1	2	0
105321	0	0	0	12	9728	105320	11	2048	4	105320	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	0	0	0	3	600	0	100	1	0	0	0	2003	0	0	0	0	2	6	0	3	50	0	45	0	0	1	1	1	10	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3001	1	2	0
105322	0	0	0	12	9732	105320	11	2048	4	105320	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	0	0	0	3	600	0	500	1	0	0	0	2003	0	0	0	0	2	5	0	5	50	0	45	0	0	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
105323	0	0	0	12	9732	105320	11	2048	4	105320	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	0	0	0	3	5000	0	500	10	0	0	0	5001	0	0	0	0	2	5	0	5	50	0	45	0	0	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
105330	0	102	0	2	529408	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	1000	1300	105330	0	0	0	0	0	2	26	0	40	4	200	20	0	0	5	0	0	4006	2009	2009	6001	0	1	6	0	0	0	0	0	0	400	1	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100302	4	1005203	1	2	0
105331	0	0	0	12	0	0	11	2048	8	104910	0	1000	30001	0	0	0	0	4	0	0	0	0	0	-1	0	0	0	0	0	2	30008	0	0	4	200	30	0	0	25	0	0	4006	2009	2009	6001	0	2	6	0	3	50	0	45	0	0	7	0	0	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005203	1	2	0
105500	0	102	0	2	4719632	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	400	700	105500	0	0	0	0	0	2	24	0	0	5	1000	80	0	0	0	0	0	2012	2013	0	6007	0	1	6	0	0	0	0	0	0	200	5	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100201	13	-1	1	2	
105501	0	0	0	8	0	105500	3	2050	1	105500	0	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	105501	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	105501	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105505	0	0	0	4	0	0	2	2	3	105501	5	1000	20001	-1	-1	-1	0	1	0	0	0	0	0	105505	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	80	0	0	0	0	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105506	0	0	0	4	0	0	2	2	3	105501	5	1000	20001	-1	-1	-1	0	1	0	0	0	0	0	105506	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	80	0	0	0	0	1	2	5	105501	1	5	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105510	0	102	0	2	4718608	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	500	1100	105510	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	1	10	4	105510	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105520	0	102	0	2	4718592	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	500	1100	105520	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	1	4098	14	1	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105530	0	102	0	2	4194304	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	500	1100	105530	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105600	0	102	0	2	4719632	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	400	700	105600	0	0	0	0	0	2	24	0	0	5	1000	80	0	0	0	0	0	2012	2013	0	6007	0	1	6	0	0	0	0	0	0	200	5	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100201	13	-1	1	2	
105601	0	0	0	8	0	105600	3	2050	1	105600	0	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	105601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	105601	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105605	0	0	0	4	0	0	2	2	3	105601	5	1000	20001	-1	-1	-1	0	1	0	0	0	0	0	105605	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	4	0	0	0	0	0	1	2	4	105630	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105606	0	0	0	4	0	0	2	2	3	105601	5	1000	20001	-1	-1	-1	0	1	0	0	0	0	0	105606	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	4	0	0	0	0	0	1	2	5	105601	1	5	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105610	0	102	0	2	4718608	0	0	0	0	0	0	0	10002	100805	2500	-1	0	2	20	0	0	300	2500	105610	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	2500	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105620	0	102	0	2	4718608	0	0	0	0	0	0	0	10001	-1	-1	-1	0	2	20	0	0	500	1100	105620	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	1	514	4	105620	1	8	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105630	0	102	0	2	4194320	0	0	0	0	0	0	0	10001	-1	-1	-1	0	1	0	0	0	500	1100	105630	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	1	512	4	105630	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105631	0	0	0	2	4194320	105630	1	2	1	105630	0	0	30001	-1	-1	-1	0	1	0	0	0	0	0	105631	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	0	1	512	4	105631	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3001	1	0	
105700	0	102	0	2	4719632	0	0	0	0	0	0	0	10001	-1	-1	-1	0	4	20	0	0	400	700	105700	0	0	0	0	0	2	24	0	0	5	1000	80	0	0	0	0	0	2012	2013	0	6007	0	1	6	0	0	0	0	0	0	200	5	1	1	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100201	13	-1	1	2	
105705	0	0	0	12	0	0	0	2	32	105700	1	1000	30001	-1	-1	-1	0	1	0	0	0	0	0	105705	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	4	80	0	0	0	0	1	2	4	105705	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	
105710	0	102	0	2	4718608	0	0	0	0	0	0	0	10002	100805	2000	-1	0	2	20	0	0	300	2000	105710	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	1	0	0	0	0	2000	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105720	0	102	0	2	4718608	0	0	0	0	0	0	0	10002	100805	1500	-1	0	2	20	0	0	300	1500	105720	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	4	80	0	0	0	1500	1	2	2	0	0	0	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
105730	0	102	0	2	4194320	0	0	0	0	0	0	0	10002	100805	2500	-1	0	1	20	0	0	500	2500	105730	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	8	80	0	0	0	2500	1	4098	14	1	1	1	126	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	100105	0	3001	1	0	
