itemid	reqlevel	suitid	exattrgroupid	attributegroupid	colorindex	modelid	modelid_F	durabilitymax	lingqi	speedpercent	fixtemplateid
112485	50	225	-1	12085	0	-1	-1	-1	0	1	0
112486	59	226	-1	12086	0	-1	-1	-1	0	1	0
112487	70	227	-1	12087	0	-1	-1	-1	0	1	0
112488	80	228	-1	12088	0	-1	-1	-1	0	1	0
112501	1	-1	-1	12101	0	-1	-1	-1	0	1	0
112502	15	222	-1	12102	0	-1	-1	-1	0	1	0
112503	30	223	-1	12103	0	-1	-1	-1	0	1	0
112504	40	224	-1	12104	0	-1	-1	-1	0	1	0
112505	50	225	-1	12105	0	-1	-1	-1	0	1	0
112506	59	226	-1	12106	0	-1	-1	-1	0	1	0
112507	70	227	-1	12107	0	-1	-1	-1	0	1	0
112508	80	228	-1	12108	0	-1	-1	-1	0	1	0
112521	1	-1	10017	12121	0	-1	-1	-1	0	1	0
112522	15	192	10057	12122	0	-1	-1	-1	0	1	0
112523	30	193	10097	12123	0	-1	-1	-1	0	1	0
112524	40	194	10137	12124	0	-1	-1	-1	0	1	0
112541	1	-1	10018	12141	0	-1	-1	-1	0	1	0
112542	15	192	10058	12142	0	-1	-1	-1	0	1	0
112543	30	193	10098	12143	0	-1	-1	-1	0	1	0
112544	40	194	10138	12144	0	-1	-1	-1	0	1	0
112561	1	-1	10019	12161	0	-1	-1	-1	0	1	0
112562	15	192	10059	12162	0	-1	-1	-1	0	1	0
112563	30	193	10099	12163	0	-1	-1	-1	0	1	0
112564	40	194	10139	12164	0	-1	-1	-1	0	1	0
112581	1	-1	10020	12181	0	-1	-1	-1	0	1	0
112582	15	192	10060	12182	0	-1	-1	-1	0	1	0
112583	30	193	10100	12183	0	-1	-1	-1	0	1	0
112584	40	194	10140	12184	0	-1	-1	-1	0	1	0
112601	1	-1	15001	12001	0	-1	51	-1	0	1	0
112602	15	-1	15001	12002	0	-1	53	-1	0	1	0
112603	30	-1	15001	12003	0	-1	55	-1	0	1	0
112604	40	-1	15001	12004	0	-1	58	-1	0	1	0
112605	50	-1	15001	12005	0	-1	62	-1	0	1	0
112606	59	-1	15001	12006	0	-1	66	-1	0	1	0
112607	70	-1	15001	12007	0	-1	342	-1	0	1	0
112608	80	-1	15001	12008	0	-1	66	-1	0	1	0
112621	1	-1	-1	12021	0	-1	-1	-1	0	1	0
112622	15	322	-1	12022	0	-1	-1	-1	0	1	0
112623	30	323	-1	12023	0	-1	-1	-1	0	1	0
112624	40	324	-1	12024	0	-1	-1	-1	0	1	0
112625	50	325	-1	12025	0	-1	-1	-1	0	1	0
112626	59	326	-1	12026	0	-1	-1	-1	0	1	0
112627	70	327	-1	12027	0	-1	-1	-1	0	1	0
112628	80	328	-1	12028	0	-1	-1	-1	0	1	0
112641	1	-1	-1	12041	0	-1	-1	-1	0	1	0
112642	15	322	-1	12042	0	-1	-1	-1	0	1	0
112643	30	323	-1	12043	0	-1	-1	-1	0	1	0
112644	40	324	-1	12044	0	-1	-1	-1	0	1	0
112645	50	325	-1	12045	0	-1	-1	-1	0	1	0
112646	59	326	-1	12046	0	-1	-1	-1	0	1	0
112647	70	327	-1	12047	0	-1	-1	-1	0	1	0
112648	80	328	-1	12048	0	-1	-1	-1	0	1	0
112661	1	-1	-1	12061	0	-1	-1	-1	0	1	0
112662	15	322	-1	12062	0	-1	-1	-1	0	1	0
112663	30	323	-1	12063	0	-1	-1	-1	0	1	0
112664	40	324	-1	12064	0	-1	-1	-1	0	1	0
112665	50	325	-1	12065	0	-1	-1	-1	0	1	0
112666	59	326	-1	12066	0	-1	-1	-1	0	1	0
112667	70	327	-1	12067	0	-1	-1	-1	0	1	0
112668	80	328	-1	12068	0	-1	-1	-1	0	1	0
112681	1	-1	-1	12081	0	-1	-1	-1	0	1	0
112682	15	322	-1	12082	0	-1	-1	-1	0	1	0
112683	30	323	-1	12083	0	-1	-1	-1	0	1	0
112684	40	324	-1	12084	0	-1	-1	-1	0	1	0
112685	50	325	-1	12085	0	-1	-1	-1	0	1	0
112686	59	326	-1	12086	0	-1	-1	-1	0	1	0
112687	70	327	-1	12087	0	-1	-1	-1	0	1	0
112688	80	328	-1	12088	0	-1	-1	-1	0	1	0
112701	1	-1	-1	12101	0	-1	-1	-1	0	1	0
112702	15	322	-1	12102	0	-1	-1	-1	0	1	0
112703	30	323	-1	12103	0	-1	-1	-1	0	1	0
112704	40	324	-1	12104	0	-1	-1	-1	0	1	0
112705	50	325	-1	12105	0	-1	-1	-1	0	1	0
112706	59	326	-1	12106	0	-1	-1	-1	0	1	0
112707	70	327	-1	12107	0	-1	-1	-1	0	1	0
112708	80	328	-1	12108	0	-1	-1	-1	0	1	0
112721	1	-1	10017	12121	0	-1	-1	-1	0	1	0
112722	15	272	10057	12122	0	-1	-1	-1	0	1	0
112723	30	273	10097	12123	0	-1	-1	-1	0	1	0
112724	40	274	10137	12124	0	-1	-1	-1	0	1	0
112741	1	-1	10018	12141	0	-1	-1	-1	0	1	0
112742	15	272	10058	12142	0	-1	-1	-1	0	1	0
112743	30	273	10098	12143	0	-1	-1	-1	0	1	0
112744	40	274	10138	12144	0	-1	-1	-1	0	1	0
112761	1	-1	10019	12161	0	-1	-1	-1	0	1	0
112762	15	272	10059	12162	0	-1	-1	-1	0	1	0
112763	30	273	10099	12163	0	-1	-1	-1	0	1	0
112764	40	274	10139	12164	0	-1	-1	-1	0	1	0
112781	1	-1	10020	12181	0	-1	-1	-1	0	1	0
112782	15	272	10060	12182	0	-1	-1	-1	0	1	0
112783	30	273	10100	12183	0	-1	-1	-1	0	1	0
112784	40	274	10140	12184	0	-1	-1	-1	0	1	0
114001	1	-1	15002	14001	0	21	-1	-1	0	1	0
114002	15	-1	15002	14002	0	23	-1	-1	0	1	0
114003	30	-1	15002	14003	0	26	-1	-1	0	1	0
114004	40	-1	15002	14004	0	29	-1	-1	0	1	0
114005	50	-1	15002	14005	0	72	-1	-1	0	1	0
114006	59	-1	15002	14006	0	76	-1	-1	0	1	0
114007	70	-1	15002	14007	0	313	-1	-1	0	1	0
114008	80	-1	15002	14008	0	76	-1	-1	0	1	0
114021	1	-1	-1	14021	0	-1	-1	-1	0	1	0
114022	15	42	-1	14022	0	-1	-1	-1	0	1	0
114023	30	43	-1	14023	0	-1	-1	-1	0	1	0
114024	40	44	-1	14024	0	-1	-1	-1	0	1	0
114025	50	45	-1	14025	0	-1	-1	-1	0	1	0
114026	59	46	-1	14026	0	-1	-1	-1	0	1	0
114027	70	47	-1	14027	0	-1	-1	-1	0	1	0
114028	80	48	-1	14028	0	-1	-1	-1	0	1	0
114041	1	-1	-1	14041	0	-1	-1	-1	0	1	0
114042	15	42	-1	14042	0	-1	-1	-1	0	1	0
114043	30	43	-1	14043	0	-1	-1	-1	0	1	0
114044	40	44	-1	14044	0	-1	-1	-1	0	1	0
114045	50	45	-1	14045	0	-1	-1	-1	0	1	0
114046	59	46	-1	14046	0	-1	-1	-1	0	1	0
114047	70	47	-1	14047	0	-1	-1	-1	0	1	0
114048	80	48	-1	14048	0	-1	-1	-1	0	1	0
114061	1	-1	-1	14061	0	-1	-1	-1	0	1	0
114062	15	42	-1	14062	0	-1	-1	-1	0	1	0
114063	30	43	-1	14063	0	-1	-1	-1	0	1	0
114064	40	44	-1	14064	0	-1	-1	-1	0	1	0
114065	50	45	-1	14065	0	-1	-1	-1	0	1	0
114066	59	46	-1	14066	0	-1	-1	-1	0	1	0
114067	70	47	-1	14067	0	-1	-1	-1	0	1	0
114068	80	48	-1	14068	0	-1	-1	-1	0	1	0
114081	1	-1	-1	14081	0	-1	-1	-1	0	1	0
114082	15	42	-1	14082	0	-1	-1	-1	0	1	0
114083	30	43	-1	14083	0	-1	-1	-1	0	1	0
114084	40	44	-1	14084	0	-1	-1	-1	0	1	0
114085	50	45	-1	14085	0	-1	-1	-1	0	1	0
114086	59	46	-1	14086	0	-1	-1	-1	0	1	0
114087	70	47	-1	14087	0	-1	-1	-1	0	1	0
114088	80	48	-1	14088	0	-1	-1	-1	0	1	0
114101	1	-1	-1	14101	0	-1	-1	-1	0	1	0
114102	15	42	-1	14102	0	-1	-1	-1	0	1	0
114103	30	43	-1	14103	0	-1	-1	-1	0	1	0
114104	40	44	-1	14104	0	-1	-1	-1	0	1	0
114105	50	45	-1	14105	0	-1	-1	-1	0	1	0
114106	59	46	-1	14106	0	-1	-1	-1	0	1	0
114107	70	47	-1	14107	0	-1	-1	-1	0	1	0
114108	80	48	-1	14108	0	-1	-1	-1	0	1	0
114121	1	-1	10027	14121	0	-1	-1	-1	0	1	0
114122	15	-1	10067	14122	0	-1	-1	-1	0	1	0
114123	30	-1	10041	20243	0	-1	-1	-1	0	1	0
114124	40	54	10147	14124	0	-1	-1	-1	0	1	0
114141	1	-1	10028	14141	0	-1	-1	-1	0	1	0
114142	15	-1	10068	14142	0	-1	-1	-1	0	1	0
114143	30	-1	10042	20263	0	-1	-1	-1	0	1	0
114144	40	54	10148	14144	0	-1	-1	-1	0	1	0
114161	1	-1	10029	14161	0	-1	-1	-1	0	1	0
114162	15	-1	10069	14162	0	-1	-1	-1	0	1	0
114163	30	-1	10043	20283	0	-1	-1	-1	0	1	0
114164	40	54	10149	14164	0	-1	-1	-1	0	1	0
114181	1	-1	10030	14181	0	-1	-1	-1	0	1	0
114182	15	-1	10070	14182	0	-1	-1	-1	0	1	0
114183	30	-1	10044	20303	0	-1	-1	-1	0	1	0
114184	40	54	10150	14184	0	-1	-1	-1	0	1	0
114201	1	-1	15002	14001	0	31	31	-1	0	1	0
114202	15	-1	15002	14002	0	33	33	-1	0	1	0
114203	30	-1	15002	14003	0	36	36	-1	0	1	0
114204	40	-1	15002	14004	0	39	39	-1	0	1	0
114205	50	-1	15002	14005	0	81	81	-1	0	1	0
114206	59	-1	15002	14006	0	85	85	-1	0	1	0
114207	70	-1	15002	14007	0	323	323	-1	0	1	0
114208	80	-1	15002	14008	0	85	85	-1	0	1	0
114221	1	-1	-1	14021	0	-1	-1	-1	0	1	0
114222	15	142	-1	14022	0	-1	-1	-1	0	1	0
114223	30	143	-1	14023	0	-1	-1	-1	0	1	0
114224	40	144	-1	14024	0	-1	-1	-1	0	1	0
114225	50	145	-1	14025	0	-1	-1	-1	0	1	0
114226	59	146	-1	14026	0	-1	-1	-1	0	1	0
114227	70	147	-1	14027	0	-1	-1	-1	0	1	0
114228	80	148	-1	14028	0	-1	-1	-1	0	1	0
114241	1	-1	-1	14041	0	-1	-1	-1	0	1	0
114242	15	142	-1	14042	0	-1	-1	-1	0	1	0
114243	30	143	-1	14043	0	-1	-1	-1	0	1	0
114244	40	144	-1	14044	0	-1	-1	-1	0	1	0
114245	50	145	-1	14045	0	-1	-1	-1	0	1	0
114246	59	146	-1	14046	0	-1	-1	-1	0	1	0
114247	70	147	-1	14047	0	-1	-1	-1	0	1	0
114248	80	148	-1	14048	0	-1	-1	-1	0	1	0
114261	1	-1	-1	14061	0	-1	-1	-1	0	1	0
114262	15	142	-1	14062	0	-1	-1	-1	0	1	0
114263	30	143	-1	14063	0	-1	-1	-1	0	1	0
114264	40	144	-1	14064	0	-1	-1	-1	0	1	0
114265	50	145	-1	14065	0	-1	-1	-1	0	1	0
114266	59	146	-1	14066	0	-1	-1	-1	0	1	0
114267	70	147	-1	14067	0	-1	-1	-1	0	1	0
114268	80	148	-1	14068	0	-1	-1	-1	0	1	0
114281	1	-1	-1	14081	0	-1	-1	-1	0	1	0
114282	15	142	-1	14082	0	-1	-1	-1	0	1	0
114283	30	143	-1	14083	0	-1	-1	-1	0	1	0
114284	40	144	-1	14084	0	-1	-1	-1	0	1	0
114285	50	145	-1	14085	0	-1	-1	-1	0	1	0
114286	59	146	-1	14086	0	-1	-1	-1	0	1	0
114287	70	147	-1	14087	0	-1	-1	-1	0	1	0
114288	80	148	-1	14088	0	-1	-1	-1	0	1	0
114301	1	-1	-1	14101	0	-1	-1	-1	0	1	0
114302	15	142	-1	14102	0	-1	-1	-1	0	1	0
114303	30	143	-1	14103	0	-1	-1	-1	0	1	0
114304	40	144	-1	14104	0	-1	-1	-1	0	1	0
114305	50	145	-1	14105	0	-1	-1	-1	0	1	0
114306	59	146	-1	14106	0	-1	-1	-1	0	1	0
114307	70	147	-1	14107	0	-1	-1	-1	0	1	0
114308	80	148	-1	14108	0	-1	-1	-1	0	1	0
114321	1	-1	10027	14121	0	-1	-1	-1	0	1	0
114322	15	-1	10067	14122	0	-1	-1	-1	0	1	0
114323	30	133	10107	14123	0	-1	-1	-1	0	1	0
114324	40	134	10147	14124	0	-1	-1	-1	0	1	0
114341	1	-1	10028	14141	0	-1	-1	-1	0	1	0
114342	15	-1	10068	14142	0	-1	-1	-1	0	1	0
114343	30	133	10108	14143	0	-1	-1	-1	0	1	0
114344	40	134	10148	14144	0	-1	-1	-1	0	1	0
114361	1	-1	10029	14161	0	-1	-1	-1	0	1	0
114362	15	-1	10069	14162	0	-1	-1	-1	0	1	0
114363	30	133	10109	14163	0	-1	-1	-1	0	1	0
114364	40	134	10149	14164	0	-1	-1	-1	0	1	0
114381	1	-1	10030	14181	0	-1	-1	-1	0	1	0
114382	15	-1	10070	14182	0	-1	-1	-1	0	1	0
114383	30	133	10110	14183	0	-1	-1	-1	0	1	0
114384	40	134	10150	14184	0	-1	-1	-1	0	1	0
114401	1	-1	15002	14001	0	41	201	-1	0	1	0
114402	15	-1	15002	14002	0	43	203	-1	0	1	0
114403	30	-1	15002	14003	0	46	206	-1	0	1	0
114404	40	-1	15002	14004	0	49	209	-1	0	1	0
114405	50	-1	15002	14005	0	90	213	-1	0	1	0
114406	59	-1	15002	14006	0	94	217	-1	0	1	0
114407	70	-1	15002	14007	0	333	353	-1	0	1	0
114408	80	-1	15002	14008	0	94	217	-1	0	1	0
114421	1	-1	-1	14021	0	-1	-1	-1	0	1	0
114422	15	242	-1	14022	0	-1	-1	-1	0	1	0
114423	30	243	-1	14023	0	-1	-1	-1	0	1	0
114424	40	244	-1	14024	0	-1	-1	-1	0	1	0
114425	50	245	-1	14025	0	-1	-1	-1	0	1	0
114426	59	246	-1	14026	0	-1	-1	-1	0	1	0
114427	70	247	-1	14027	0	-1	-1	-1	0	1	0
114428	80	248	-1	14028	0	-1	-1	-1	0	1	0
114441	1	-1	-1	14041	0	-1	-1	-1	0	1	0
114442	15	242	-1	14042	0	-1	-1	-1	0	1	0
114443	30	243	-1	14043	0	-1	-1	-1	0	1	0
114444	40	244	-1	14044	0	-1	-1	-1	0	1	0
114445	50	245	-1	14045	0	-1	-1	-1	0	1	0
114446	59	246	-1	14046	0	-1	-1	-1	0	1	0
114447	70	247	-1	14047	0	-1	-1	-1	0	1	0
114448	80	248	-1	14048	0	-1	-1	-1	0	1	0
114461	1	-1	-1	14061	0	-1	-1	-1	0	1	0
114462	15	242	-1	14062	0	-1	-1	-1	0	1	0
114463	30	243	-1	14063	0	-1	-1	-1	0	1	0
114464	40	244	-1	14064	0	-1	-1	-1	0	1	0
114465	50	245	-1	14065	0	-1	-1	-1	0	1	0
114466	59	246	-1	14066	0	-1	-1	-1	0	1	0
114467	70	247	-1	14067	0	-1	-1	-1	0	1	0
114468	80	248	-1	14068	0	-1	-1	-1	0	1	0
114481	1	-1	-1	14081	0	-1	-1	-1	0	1	0
114482	15	242	-1	14082	0	-1	-1	-1	0	1	0
114483	30	243	-1	14083	0	-1	-1	-1	0	1	0
114484	40	244	-1	14084	0	-1	-1	-1	0	1	0
114485	50	245	-1	14085	0	-1	-1	-1	0	1	0
114486	59	246	-1	14086	0	-1	-1	-1	0	1	0
114487	70	247	-1	14087	0	-1	-1	-1	0	1	0
114488	80	248	-1	14088	0	-1	-1	-1	0	1	0
114501	1	-1	-1	14101	0	-1	-1	-1	0	1	0
114502	15	242	-1	14102	0	-1	-1	-1	0	1	0
114503	30	243	-1	14103	0	-1	-1	-1	0	1	0
114504	40	244	-1	14104	0	-1	-1	-1	0	1	0
114505	50	245	-1	14105	0	-1	-1	-1	0	1	0
114506	59	246	-1	14106	0	-1	-1	-1	0	1	0
114507	70	247	-1	14107	0	-1	-1	-1	0	1	0
114508	80	248	-1	14108	0	-1	-1	-1	0	1	0
114521	1	-1	10027	14121	0	-1	-1	-1	0	1	0
114522	15	-1	10067	14122	0	-1	-1	-1	0	1	0
114523	30	213	10107	14123	0	-1	-1	-1	0	1	0
114524	40	214	10147	14124	0	-1	-1	-1	0	1	0
114541	1	-1	10028	14141	0	-1	-1	-1	0	1	0
114542	15	-1	10068	14142	0	-1	-1	-1	0	1	0
114543	30	213	10108	14143	0	-1	-1	-1	0	1	0
114544	40	214	10148	14144	0	-1	-1	-1	0	1	0
114561	1	-1	10029	14161	0	-1	-1	-1	0	1	0
114562	15	-1	10069	14162	0	-1	-1	-1	0	1	0
114563	30	213	10109	14163	0	-1	-1	-1	0	1	0
114564	40	214	10149	14164	0	-1	-1	-1	0	1	0
114581	1	-1	10030	14181	0	-1	-1	-1	0	1	0
114582	15	-1	10070	14182	0	-1	-1	-1	0	1	0
114583	30	213	10110	14183	0	-1	-1	-1	0	1	0
114584	40	214	10150	14184	0	-1	-1	-1	0	1	0
114601	1	-1	15002	14001	0	-1	51	-1	0	1	0
114602	15	-1	15002	14002	0	-1	53	-1	0	1	0
114603	30	-1	15002	14003	0	-1	56	-1	0	1	0
114604	40	-1	15002	14004	0	-1	59	-1	0	1	0
114605	50	-1	15002	14005	0	-1	63	-1	0	1	0
114606	59	-1	15002	14006	0	-1	67	-1	0	1	0
114607	70	-1	15002	14007	0	-1	343	-1	0	1	0
114608	80	-1	15002	14008	0	-1	67	-1	0	1	0
114621	1	-1	-1	14021	0	-1	-1	-1	0	1	0
114622	15	342	-1	14022	0	-1	-1	-1	0	1	0
114623	30	343	-1	14023	0	-1	-1	-1	0	1	0
114624	40	344	-1	14024	0	-1	-1	-1	0	1	0
114625	50	345	-1	14025	0	-1	-1	-1	0	1	0
114626	59	346	-1	14026	0	-1	-1	-1	0	1	0
114627	70	347	-1	14027	0	-1	-1	-1	0	1	0
114628	80	348	-1	14028	0	-1	-1	-1	0	1	0
114641	1	-1	-1	14041	0	-1	-1	-1	0	1	0
114642	15	342	-1	14042	0	-1	-1	-1	0	1	0
114643	30	343	-1	14043	0	-1	-1	-1	0	1	0
114644	40	344	-1	14044	0	-1	-1	-1	0	1	0
114645	50	345	-1	14045	0	-1	-1	-1	0	1	0
114646	59	346	-1	14046	0	-1	-1	-1	0	1	0
114647	70	347	-1	14047	0	-1	-1	-1	0	1	0
114648	80	348	-1	14048	0	-1	-1	-1	0	1	0
114661	1	-1	-1	14061	0	-1	-1	-1	0	1	0
114662	15	342	-1	14062	0	-1	-1	-1	0	1	0
114663	30	343	-1	14063	0	-1	-1	-1	0	1	0
114664	40	344	-1	14064	0	-1	-1	-1	0	1	0
114665	50	345	-1	14065	0	-1	-1	-1	0	1	0
114666	59	346	-1	14066	0	-1	-1	-1	0	1	0
114667	70	347	-1	14067	0	-1	-1	-1	0	1	0
114668	80	348	-1	14068	0	-1	-1	-1	0	1	0
114681	1	-1	-1	14081	0	-1	-1	-1	0	1	0
114682	15	342	-1	14082	0	-1	-1	-1	0	1	0
114683	30	343	-1	14083	0	-1	-1	-1	0	1	0
114684	40	344	-1	14084	0	-1	-1	-1	0	1	0
114685	50	345	-1	14085	0	-1	-1	-1	0	1	0
114686	59	346	-1	14086	0	-1	-1	-1	0	1	0
114687	70	347	-1	14087	0	-1	-1	-1	0	1	0
114688	80	348	-1	14088	0	-1	-1	-1	0	1	0
114701	1	-1	-1	14101	0	-1	-1	-1	0	1	0
114702	15	342	-1	14102	0	-1	-1	-1	0	1	0
114703	30	343	-1	14103	0	-1	-1	-1	0	1	0
114704	40	344	-1	14104	0	-1	-1	-1	0	1	0
114705	50	345	-1	14105	0	-1	-1	-1	0	1	0
114706	59	346	-1	14106	0	-1	-1	-1	0	1	0
114707	70	347	-1	14107	0	-1	-1	-1	0	1	0
114708	80	348	-1	14108	0	-1	-1	-1	0	1	0
114721	1	-1	10027	14121	0	-1	-1	-1	0	1	0
114722	15	-1	10067	14122	0	-1	-1	-1	0	1	0
114723	30	293	10107	14123	0	-1	-1	-1	0	1	0
114724	40	294	10147	14124	0	-1	-1	-1	0	1	0
114741	1	-1	10028	14141	0	-1	-1	-1	0	1	0
114742	15	-1	10068	14142	0	-1	-1	-1	0	1	0
114743	30	293	10108	14143	0	-1	-1	-1	0	1	0
114744	40	294	10148	14144	0	-1	-1	-1	0	1	0
114761	1	-1	10029	14161	0	-1	-1	-1	0	1	0
114762	15	-1	10069	14162	0	-1	-1	-1	0	1	0
114763	30	293	10109	14163	0	-1	-1	-1	0	1	0
114764	40	294	10149	14164	0	-1	-1	-1	0	1	0
114781	1	-1	10030	14181	0	-1	-1	-1	0	1	0
114782	15	-1	10070	14182	0	-1	-1	-1	0	1	0
114783	30	293	10110	14183	0	-1	-1	-1	0	1	0
114784	40	294	10150	14184	0	-1	-1	-1	0	1	0
116001	1	-1	15003	16001	0	21	-1	-1	0	1	0
116002	15	-1	15003	16002	0	23	-1	-1	0	1	0
116003	30	-1	15003	16003	0	26	-1	-1	0	1	0
116004	40	-1	15003	16004	0	30	-1	-1	0	1	0
116005	50	-1	15003	16005	0	73	-1	-1	0	1	0
116006	59	-1	15003	16006	0	77	-1	-1	0	1	0
116007	70	-1	15003	16007	0	314	-1	-1	0	1	0
116008	80	-1	15003	16008	0	77	-1	-1	0	1	0
116021	1	-1	-1	16021	0	-1	-1	-1	0	1	0
116022	15	62	-1	16022	0	-1	-1	-1	0	1	0
116023	30	63	-1	16023	0	-1	-1	-1	0	1	0
116024	40	64	-1	16024	0	-1	-1	-1	0	1	0
116025	50	65	-1	16025	0	-1	-1	-1	0	1	0
116026	59	66	-1	16026	0	-1	-1	-1	0	1	0
116027	70	67	-1	16027	0	-1	-1	-1	0	1	0
116028	80	68	-1	16028	0	-1	-1	-1	0	1	0
116041	1	-1	-1	16041	0	-1	-1	-1	0	1	0
116042	15	62	-1	16042	0	-1	-1	-1	0	1	0
116043	30	63	-1	16043	0	-1	-1	-1	0	1	0
116044	40	64	-1	16044	0	-1	-1	-1	0	1	0
116045	50	65	-1	16045	0	-1	-1	-1	0	1	0
116046	59	66	-1	16046	0	-1	-1	-1	0	1	0
116047	70	67	-1	16047	0	-1	-1	-1	0	1	0
116048	80	68	-1	16048	0	-1	-1	-1	0	1	0
116061	1	-1	-1	16061	0	-1	-1	-1	0	1	0
116062	15	62	-1	16062	0	-1	-1	-1	0	1	0
116063	30	63	-1	16063	0	-1	-1	-1	0	1	0
116064	40	64	-1	16064	0	-1	-1	-1	0	1	0
116065	50	65	-1	16065	0	-1	-1	-1	0	1	0
116066	59	66	-1	16066	0	-1	-1	-1	0	1	0
116067	70	67	-1	16067	0	-1	-1	-1	0	1	0
116068	80	68	-1	16068	0	-1	-1	-1	0	1	0
116081	1	-1	-1	16081	0	-1	-1	-1	0	1	0
116082	15	62	-1	16082	0	-1	-1	-1	0	1	0
116083	30	63	-1	16083	0	-1	-1	-1	0	1	0
116084	40	64	-1	16084	0	-1	-1	-1	0	1	0
116085	50	65	-1	16085	0	-1	-1	-1	0	1	0
116086	59	66	-1	16086	0	-1	-1	-1	0	1	0
116087	70	67	-1	16087	0	-1	-1	-1	0	1	0
116088	80	68	-1	16088	0	-1	-1	-1	0	1	0
116101	1	-1	-1	16101	0	-1	-1	-1	0	1	0
116102	15	62	-1	16102	0	-1	-1	-1	0	1	0
116103	30	63	-1	16103	0	-1	-1	-1	0	1	0
116104	40	64	-1	16104	0	-1	-1	-1	0	1	0
116105	50	65	-1	16105	0	-1	-1	-1	0	1	0
116106	59	66	-1	16106	0	-1	-1	-1	0	1	0
116107	70	67	-1	16107	0	-1	-1	-1	0	1	0
116108	80	68	-1	16108	0	-1	-1	-1	0	1	0
116121	1	-1	10053	20242	0	-1	-1	-1	0	1	0
116122	15	72	10077	16122	0	-1	-1	-1	0	1	0
116123	30	73	10117	16123	0	-1	-1	-1	0	1	0
116124	40	74	10157	16124	0	-1	-1	-1	0	1	0
116141	1	-1	10054	20262	0	-1	-1	-1	0	1	0
116142	15	72	10078	16142	0	-1	-1	-1	0	1	0
116143	30	73	10118	16143	0	-1	-1	-1	0	1	0
116144	40	74	10158	16144	0	-1	-1	-1	0	1	0
116161	1	-1	10055	20282	0	-1	-1	-1	0	1	0
116162	15	72	10079	16162	0	-1	-1	-1	0	1	0
116163	30	73	10119	16163	0	-1	-1	-1	0	1	0
116164	40	74	10159	16164	0	-1	-1	-1	0	1	0
116181	1	-1	10056	20302	0	-1	-1	-1	0	1	0
116182	15	72	10080	16182	0	-1	-1	-1	0	1	0
116183	30	73	10120	16183	0	-1	-1	-1	0	1	0
116184	40	74	10160	16184	0	-1	-1	-1	0	1	0
116201	1	-1	15003	16001	0	31	31	-1	0	1	0
116202	15	-1	15003	16002	0	33	33	-1	0	1	0
116203	30	-1	15003	16003	0	36	36	-1	0	1	0
116204	40	-1	15003	16004	0	40	40	-1	0	1	0
116205	50	-1	15003	16005	0	82	82	-1	0	1	0
116206	59	-1	15003	16006	0	86	86	-1	0	1	0
116207	70	-1	15003	16007	0	324	324	-1	0	1	0
116208	80	-1	15003	16008	0	86	86	-1	0	1	0
116221	1	-1	-1	16021	0	-1	-1	-1	0	1	0
116222	15	162	-1	16022	0	-1	-1	-1	0	1	0
116223	30	163	-1	16023	0	-1	-1	-1	0	1	0
116224	40	164	-1	16024	0	-1	-1	-1	0	1	0
116225	50	165	-1	16025	0	-1	-1	-1	0	1	0
116226	59	166	-1	16026	0	-1	-1	-1	0	1	0
116227	70	167	-1	16027	0	-1	-1	-1	0	1	0
116228	80	168	-1	16028	0	-1	-1	-1	0	1	0
116241	1	-1	-1	16041	0	-1	-1	-1	0	1	0
116242	15	162	-1	16042	0	-1	-1	-1	0	1	0
116243	30	163	-1	16043	0	-1	-1	-1	0	1	0
116244	40	164	-1	16044	0	-1	-1	-1	0	1	0
116245	50	165	-1	16045	0	-1	-1	-1	0	1	0
116246	59	166	-1	16046	0	-1	-1	-1	0	1	0
116247	70	167	-1	16047	0	-1	-1	-1	0	1	0
116248	80	168	-1	16048	0	-1	-1	-1	0	1	0
116261	1	-1	-1	16061	0	-1	-1	-1	0	1	0
116262	15	162	-1	16062	0	-1	-1	-1	0	1	0
116263	30	163	-1	16063	0	-1	-1	-1	0	1	0
116264	40	164	-1	16064	0	-1	-1	-1	0	1	0
116265	50	165	-1	16065	0	-1	-1	-1	0	1	0
116266	59	166	-1	16066	0	-1	-1	-1	0	1	0
116267	70	167	-1	16067	0	-1	-1	-1	0	1	0
116268	80	168	-1	16068	0	-1	-1	-1	0	1	0
116281	1	-1	-1	16081	0	-1	-1	-1	0	1	0
116282	15	162	-1	16082	0	-1	-1	-1	0	1	0
116283	30	163	-1	16083	0	-1	-1	-1	0	1	0
116284	40	164	-1	16084	0	-1	-1	-1	0	1	0
116285	50	165	-1	16085	0	-1	-1	-1	0	1	0
116286	59	166	-1	16086	0	-1	-1	-1	0	1	0
116287	70	167	-1	16087	0	-1	-1	-1	0	1	0
116288	80	168	-1	16088	0	-1	-1	-1	0	1	0
116301	1	-1	-1	16101	0	-1	-1	-1	0	1	0
116302	15	162	-1	16102	0	-1	-1	-1	0	1	0
116303	30	163	-1	16103	0	-1	-1	-1	0	1	0
116304	40	164	-1	16104	0	-1	-1	-1	0	1	0
116305	50	165	-1	16105	0	-1	-1	-1	0	1	0
116306	59	166	-1	16106	0	-1	-1	-1	0	1	0
116307	70	167	-1	16107	0	-1	-1	-1	0	1	0
116308	80	168	-1	16108	0	-1	-1	-1	0	1	0
116321	1	-1	10037	16121	0	-1	-1	-1	0	1	0
116322	15	152	10077	16122	0	-1	-1	-1	0	1	0
